pressure,temperature,redaoexperimentalvalue,redaoarticle title,redaodoi
3.52,337.51,0.2106,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
3.84,337.57,0.2108,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
4.2,337.55,0.2109,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
5.2,337.55,0.2124,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
5.63,337.54,0.2123,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
5.95,337.53,0.2125,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
7.7,337.53,0.2131,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
8.2,337.29,0.2134,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
8.65,337.5,0.2136,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
3.13,379.83,0.2281,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
3.67,379.9,0.2286,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
4.3,379.94,0.2285,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
5.35,379.76,0.2292,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
5.74,380,0.2299,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
6.02,379.92,0.2293,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
6.34,379.88,0.2295,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
7.3,379.82,0.2302,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
7.69,379.65,0.2305,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
8.03,379.71,0.2299,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
3.73,428.32,0.2478,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
4.07,428.33,0.2474,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
4.85,428.33,0.2478,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
5.28,428.34,0.2478,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
5.63,428.3,0.2481,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
6.03,428.32,0.248,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
7.21,428.58,0.2496,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
7.62,428.58,0.2503,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
8.11,428.69,0.2503,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
8.47,428.77,0.2513,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
8.86,428.78,0.2514,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
9.36,428.82,0.2506,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
9.89,428.83,0.2517,Absolute Measurement of The Thermal Conductivity of Helium and Hydrogrn,10.1016/0378-4371(87)90271-8
2,307.65,0.19356,Thermal Conductivity of Four Polyatomic Gases,10.1039/F19817700697
2.5,307.63,0.19372,Thermal Conductivity of Four Polyatomic Gases,10.1039/F19817700697
3.13,307.5,0.19429,Thermal Conductivity of Four Polyatomic Gases,10.1039/F19817700697
3.64,307.49,0.1945,Thermal Conductivity of Four Polyatomic Gases,10.1039/F19817700697
4.35,307.36,0.19511,Thermal Conductivity of Four Polyatomic Gases,10.1039/F19817700697
5.02,307.33,0.19528,Thermal Conductivity of Four Polyatomic Gases,10.1039/F19817700697
5.79,307.31,0.19597,Thermal Conductivity of Four Polyatomic Gases,10.1039/F19817700697
6.51,307.25,0.19667,Thermal Conductivity of Four Polyatomic Gases,10.1039/F19817700697
7.2,307.21,0.19694,Thermal Conductivity of Four Polyatomic Gases,10.1039/F19817700697
7.73,307.19,0.19749,Thermal Conductivity of Four Polyatomic Gases,10.1039/F19817700697
8.4,307.11,0.19774,Thermal Conductivity of Four Polyatomic Gases,10.1039/F19817700697
9.17,307.15,0.19825,Thermal Conductivity of Four Polyatomic Gases,10.1039/F19817700697
0.257,16.996,0.0975,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.094,16.981,0.101,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.27,16.985,0.0991,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.151,16.949,0.1,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
4.271,16.976,0.104,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.158,19.596,0.0985,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.983,19.593,0.101,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.885,19.597,0.1017,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.939,19.595,0.1045,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
4.003,19.59,0.1075,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
4.904,19.591,0.1101,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
5.715,19.591,0.1126,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
7.042,19.605,0.1135,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
8.035,19.634,0.1151,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
8.826,19.613,0.1162,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
9.069,19.672,0.117,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.083,21.373,0.0167,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.101,21.129,0.0167,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.507,22.204,0.1109,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.596,22.243,0.1026,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.317,22.273,0.1114,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.295,22.273,0.1131,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.182,22.286,0.1164,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
4.327,22.272,0.1218,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
6.08,22.251,0.1198,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
7.103,22.255,0.1228,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
8.177,22.26,0.1265,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
9.13,22.269,0.1266,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.709,27.38,0.098,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.13,27.382,0.1016,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.875,27.384,0.1045,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.665,27.368,0.1098,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.254,27.358,0.1109,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.724,27.35,0.1149,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
4.763,27.337,0.1178,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.118,29.724,0.024,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.93,29.989,0.0884,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.278,29.981,0.092,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.682,29.975,0.0956,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.29,29.998,0.1006,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.141,29.965,0.1066,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
4.139,29.971,0.1109,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
5.092,29.976,0.1168,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.085,40.354,0.0308,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.3,40.341,0.0319,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.614,40.324,0.0337,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.916,40.371,0.036,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.226,40.369,0.0385,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.5,40.35,0.0422,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.505,40.35,0.0427,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.842,40.363,0.0477,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.163,40.359,0.0545,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.462,40.311,0.0624,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.66,40.34,0.0671,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.847,40.356,0.0716,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.319,40.349,0.0782,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.724,40.333,0.0841,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
4.124,40.331,0.0875,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
4.631,40.315,0.0924,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.091,59.078,0.0425,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.559,59.065,0.0441,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.297,59.076,0.0465,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.027,59.111,0.0501,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.812,59.132,0.0542,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.648,59.136,0.0592,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
4.448,59.136,0.0645,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
5.289,59.129,0.0699,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
6.11,59.124,0.0752,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
6.921,59.112,0.0802,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
7.752,59.102,0.085,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
8.532,59.096,0.0893,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
9.272,59.102,0.0933,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
10.133,59.108,0.0975,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
10.944,59.11,0.1017,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
11.754,59.121,0.1054,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.105,79.967,0.0565,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.841,79.834,0.0586,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.511,79.815,0.0607,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.136,79.802,0.0626,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.888,79.82,0.0652,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.638,79.848,0.068,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.901,79.831,0.0689,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.152,99.939,0.0691,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.023,99.931,0.071,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.091,99.908,0.0759,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
4.955,99.886,0.0802,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
6.89,99.859,0.0854,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
9.231,99.826,0.0922,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.157,123.044,0.0854,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.079,123.036,0.087,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.05,123.038,0.0902,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
5.077,123.026,0.0943,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
7.042,123.002,0.0984,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
8.978,122.984,0.1029,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.137,153.017,0.1054,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.039,153.011,0.1067,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.05,153.009,0.1094,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
5.051,153,0.1128,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
7.093,152.99,0.1165,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
8.714,152.981,0.1197,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.132,198.039,0.1333,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.016,197.785,0.1363,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.871,197.983,0.139,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
6.08,197.958,0.1428,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
7.965,197.952,0.1461,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
9.829,197.951,0.1488,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.024,17.38,0.0141,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.314,17.071,0.0959,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.349,16.942,0.0942,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.189,16.966,0.0957,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
4.357,16.999,0.0991,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
6.222,16.963,0.102,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
8.248,16.954,0.1054,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
8.309,16.953,0.1049,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
9.586,16.949,0.1066,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.059,20.062,0.0157,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.23,19.522,0.0983,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.371,19.503,0.1001,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.121,19.511,0.1044,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
5.639,19.518,0.1102,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
8.238,19.506,0.1154,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
11.4,19.488,0.1183,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.379,22.001,0.1019,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.49,22.01,0.1045,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.361,21.993,0.1079,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.091,21.997,0.1097,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
4.134,21.988,0.1149,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
5.082,21.992,0.1155,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
6.222,21.985,0.1178,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
6.688,22.019,0.1173,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
7.61,22.01,0.1208,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
8.887,21.982,0.1256,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
8.978,21.984,0.1233,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
10.65,21.992,0.1285,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.091,25.471,0.0202,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.201,25.442,0.021,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.316,25.403,0.0223,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.432,24.888,0.1029,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.503,24.99,0.1013,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.393,24.982,0.1071,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.624,24.976,0.1106,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
4.256,25.02,0.117,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
5.928,24.978,0.1222,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
7.782,24.988,0.127,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
10.356,24.96,0.1334,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.09,29.982,0.0236,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.223,29.968,0.0243,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.486,29.923,0.0269,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.677,29.875,0.0301,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.194,30.026,0.0915,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.621,30.04,0.0948,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.234,30.045,0.0991,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.949,30.032,0.1046,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.901,30.038,0.1096,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
5.056,30.037,0.1144,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
6.445,30.04,0.1206,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
8.086,30.041,0.1262,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
10.082,30.043,0.1334,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
11.096,30.044,0.1358,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.087,40.231,0.0309,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.307,40.238,0.0319,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.606,40.245,0.0336,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.916,40.238,0.0357,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.22,40.252,0.0388,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.541,40.263,0.0428,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
1.864,40.262,0.0481,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.138,40.29,0.0541,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.413,40.274,0.0613,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.619,40.273,0.0658,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
2.822,40.27,0.0707,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.126,40.277,0.075,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.156,40.26,0.0769,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.455,40.263,0.0793,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
3.754,40.265,0.0829,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
4.225,40.263,0.0874,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
4.763,40.271,0.0916,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
5.522,40.267,0.0972,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
6.323,40.273,0.1023,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
7.144,40.278,0.1076,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
7.883,40.267,0.1143,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
8.664,40.255,0.1182,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
9.363,40.253,0.1202,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
9.778,39.706,0.1199,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
9.829,40.245,0.1264,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
11.146,39.965,0.1309,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
12.28,39.686,0.1383,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
14.186,39.677,0.1441,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
16.213,39.667,0.1506,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
18.401,39.661,0.1567,Thermal Conductivity of Gaseous and Liquid Hydrogen,10.1063/1.1672877
0.14,274.75,0.161084,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
0.73,274.75,0.1765648,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
1.93,274.75,0.173636,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
3.78,274.75,0.1732176,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
6.87,274.75,0.1782384,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
8.57,274.75,0.182004,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
10.49,274.75,0.18828,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
14.31,274.75,0.1937192,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
17.41,274.75,0.1953928,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
20.13,274.75,0.1953928,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
24.34,274.75,0.1999952,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
25.39,274.75,0.200832,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
27.87,274.75,0.2079448,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
30.19,274.75,0.2025056,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
30.61,274.75,0.2058528,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
31.14,274.75,0.2054344,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
31.55,274.75,0.2004136,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
37.49,274.75,0.2058528,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
46.54,274.75,0.2121288,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
52.42,274.75,0.2225888,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
55.69,274.75,0.2225888,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
56.23,274.75,0.223844,The Thermal Conductivity of Hydrogen For Pressures up to 660 atm and Temperatures between 1.6 and 74.6°C,10.1016/0031-8914(66)90023-1
