pressure,temperature,nianduexperimentalvalue,nianduarticle title,doi
3.0088,15,27.22,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
2.5331,15,26.46,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.8834,15,25.16,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.1806,15,24.03,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
0.6488,15,23.13,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
6.3878,16,29.47,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
5.6219,16,28.23,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.9834,16,27.25,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.0488,16,25.89,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
3.1179,16,24.33,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.7352,16,22.27,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
9.9341,17,31.19,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
7.8697,17,28.09,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
5.4247,17,24.95,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
2.8375,17,21.38,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
0.8854,17,18.87,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
11.7904,18,30.69,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
10.4074,18,28.62,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
8.8624,18,26.7,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
7.5695,18,25.21,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
6.1398,18,23.56,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.8953,18,22.03,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
3.1628,18,19.81,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.7136,18,18.06,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
12.6794,19,29.01,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
11.191,19,27.1,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
9.5508,19,25.24,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
8.2219,19,23.67,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
6.5581,19,21.96,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
5.2359,19,20.56,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
3.8906,19,18.94,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.8413,19,16.8,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
21.2089,20,36.13,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
20.0661,20,34.65,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
18.8902,20,33.36,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
17.1656,20,31.15,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
16.2346,20,30.26,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
14.5832,20,28.39,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
13.4369,20,27.15,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
12.4941,20,26.15,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
10.9649,20,24.66,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
10.9057,20,24.48,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
9.3542,20,22.8,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
8.3429,20,21.96,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
7.9567,20,21.5,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
6.5755,20,20.11,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
6.0865,20,19.75,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
5.3128,20,18.78,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.1357,20,17.55,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
3.9376,20,17.62,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
3.1619,20,16.65,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
2.0587,20,15.74,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.8393,20,15.44,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
25.4537,21,37.81,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
22.4032,21,34.35,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
18.5608,21,30.08,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
15.565,21,27.12,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
12.5629,21,24.26,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
10.3305,21,22.1,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
7.8704,21,19.82,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
6.7112,21,18.83,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
5.3233,21,17.51,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.1502,21,16.34,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
3.4505,21,15.71,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
2.1096,21,14.53,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
25.5348,22,25.5348,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
20.4423,22,20.4423,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
16.8383,22,16.8383,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
16.4715,22,16.4715,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
14.087,22,14.087,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
13.1017,22,13.1017,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
11.8877,22,11.8877,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
10.1613,22,10.1613,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
8.5451,22,8.5451,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
6.2777,22,6.2777,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
5.9573,22,5.9573,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.4846,22,4.4846,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
2.8889,22,2.8889,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.5133,22,1.5133,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
25.2319,23,31.9,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
22.2343,23,23.16,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
18.5707,23,25.99,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
14.8964,23,22.98,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
11.833,23,20.43,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
9.6954,23,18.71,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
7.3856,23,17.03,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
5.7297,23,15.56,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.4852,23,14.5,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
3.1705,23,13.52,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.972,23,12.54,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
25.2319,25,31.9,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
22.2343,25,23.16,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
18.5707,25,25.99,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
14.8964,25,22.98,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
11.833,25,20.43,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
9.6954,25,18.71,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
7.3856,25,17.03,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
5.7297,25,15.56,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.4852,25,14.5,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
3.1705,25,13.52,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.972,25,12.54,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
28.6861,27,26.72,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
25.9479,27,24.89,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
23.3338,27,23.19,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
20.454,27,21.41,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
17.7863,27,19.72,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
14.712,27,17.84,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
12.5815,27,16.51,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
10.5928,27,15.33,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
8.9288,27,14.33,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
7.2658,27,13.29,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
5.8591,27,12.32,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.8193,27,11.63,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
3.9638,27,11.06,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
2.9017,27,10.25,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.9285,27,9.49,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.9673,27,9.53,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.1723,27,8.82,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
31.3044,30,24.56,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
27.7159,30,22.4,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
22.4901,30,19.53,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
16.678,30,16.5,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
14.7971,30,15.53,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
12.3871,30,14.21,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
12.0652,30,14.07,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
8.9974,30,12.41,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
8.9267,30,12.39,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
7.2961,30,11.46,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
6.1137,30,10.7,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.6063,30,9.77,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
3.2183,30,8.8,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.4336,30,7.23,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
33.1461,33,22.32,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
28.663,33,20.24,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
28.663,33,18.19,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
19.4229,33,16.87,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
19.4062,33,16.87,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
19.4062,33,14.95,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
17.1164,33,14.95,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
19.4062,33,14.95,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
15.1485,33,14,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
6.5556,33,10.65,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
10.372,33,8.32,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
6.5556,33,9.61,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.5165,33,7.23,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.5165,33,5.3,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.4421,33,5.3,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.4421,33,6.3,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.292,33,3.56,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.2723,33,3.56,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.2776,33,3.29,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.2723,33,2.9,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.2776,33,2.9,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.2723,33,2.7,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.2344,33,2.56,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.2723,33,2.56,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.1446,33,2.56,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
0.9355,33,2.04,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
0.8093,33,1.99,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
0.4193,33,1.82,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
25.8429,36,17,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
20.976,36,14.96,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
16.8837,36,13.29,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
13.2794,36,11.72,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
10.5715,36,10.49,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
7.5687,36,9.03,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
5.7204,36,7.97,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.2166,36,6.95,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.2166,36,6.95,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
2.4517,36,6.17,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
2.2133,36,4.85,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
2.1005,36,4.85,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.9997,36,4.72,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.9107,36,4.85,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.8378,36,3.52,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.764,36,3.29,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.6846,36,2.82,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.6846,36,2.82,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.512,36,2.63,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.3874,36,2.46,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
0.9896,36,2.12,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
29.7459,40,16.55,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
26.9818,40,15.43,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
24.5657,40,14.64,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
22.2208,40,13.77,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
19.7214,40,11.96,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
19.7214,40,11.96,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
17.5091,40,11.02,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
12.6062,40,8.7,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
10.7377,40,9.23,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
9.4929,40,8.7,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
8.8825,40,8.17,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
8.4929,40,7.55,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
7.1932,40,7.55,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
7.0355,40,6.23,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
6.1821,40,6.96,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
5.8023,40,6.23,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.6083,40,6.23,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.6083,40,5.63,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.6083,40,5.63,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.6083,40,4.98,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
3.1203,40,4.98,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
3.6155,40,4.46,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
2.4197,40,4.03,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
2.4197,40,4.03,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
2.1024,40,3.85,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.7336,40,2.62,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.7336,40,2.27,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.0649,40,2.27,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
0.5154,40,2.15,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
34.5722,50,14.29,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
31.9804,50,13.57,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
27.8013,50,12.39,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
27.8013,50,11.58,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
20.8884,50,10.39,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
20.8884,50,9.75,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
16.2565,50,8.96,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
16.2565,50,8.38,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
14.4598,50,7.7,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
10.9926,50,7.14,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
10.9926,50,6.61,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
8.958,50,6.32,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
9.601,50,5.74,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
6.8786,50,5.38,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
6.1438,50,5.01,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.1244,50,4.34,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.1244,50,3.84,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
2.8444,50,3.24,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.8223,50,2.87,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
0.9422,50,2.61,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
34.6354,60,12.03,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
30.8726,60,11.18,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
27.7634,60,10.46,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
24.8652,60,9.76,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
21.4894,60,8.91,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
21.4894,60,8.91,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
15.6286,60,7.36,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
13.5502,60,6.79,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
11.3439,60,6.14,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
9.4661,60,5.52,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
8.2397,60,5.09,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
6.7717,60,4.58,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
5.6727,60,4.2,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.589,60,3.44,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
3.2532,60,3.44,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
2.1792,60,3.19,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.3097,60,3.01,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
0.7331,60,2.93,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
32.6575,70,10.26,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
29.6857,70,9.6,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
24.5829,70,8.54,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
19.5527,70,7.45,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
15.9854,70,6.64,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
12.4009,70,5.82,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
10.315,70,5.29,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
8.8298,70,4.91,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
6.8119,70,4.41,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.0223,70,3.8,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.9679,70,3.45,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
33.4883,80,9.43,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
27.435,80,8.36,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
22.6731,80,7.5,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
18.6062,80,6.72,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
15.0152,80,6.06,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
12.2676,80,5.52,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
10.1394,80,5.08,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
8.2548,80,4.73,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
6.368,80,4.38,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
4.2852,80,4.04,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
1.7746,80,3.71,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
33.9566,100,8.45,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
30.8982,100,8.03,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
27.5364,100,7.57,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
23.4671,100,7.01,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
18.8834,100,6.39,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
15.0838,100,5.88,Measurements of the Viscosity of Parahydrogen,10.1063/1.1696250
