pressure,temperature,ML,Buch,Cracknell,Vrabec,Tahery,NIST
160,700,0.432,0.314210757,0.431609876,0.327904293,0.346733783,0.4315
180,300,0.315,0.290666287,0.302448638,0.288711523,0.279041982,0.476
180,320,0.319,0.29018353,0.339377366,0.281662478,0.292906056,0.46
180,340,0.331,0.296827947,0.339808006,0.283323325,0.317615735,0.449
180,360,0.324,0.294424585,0.362417216,0.28471715,0.322685202,0.439
180,380,0.367,0.30974855,0.343217378,0.286144431,0.338079966,0.432
180,400,0.374,0.297123445,0.338610157,0.298946837,0.321156198,0.426
180,420,0.373,0.305530227,0.373775611,0.295497033,0.332038673,0.4229
180,440,0.382,0.287052421,0.354571094,0.277246339,0.310289206,0.42
180,460,0.405,0.306914419,0.350619046,0.270478645,0.32828156,0.419
180,480,0.408,0.315451737,0.345250924,0.285984934,0.296413799,0.418
180,500,0.405,0.296259494,0.380860055,0.288714817,0.320133504,0.4188
180,520,0.3956,0.310227517,0.405710403,0.296310779,0.321976141,0.41985
180,540,0.389,0.319388411,0.359189068,0.327362373,0.313337543,0.421
180,560,0.4189,0.298474481,0.358510246,0.30396799,0.330897816,0.4237
180,580,0.4216,0.291358743,0.381804262,0.32575844,0.333307724,0.4263
180,600,0.422,0.303451157,0.383775744,0.319486216,0.312119434,0.429
180,620,0.46,0.325267422,0.384851864,0.30956505,0.324954605,0.4327
180,640,0.441,0.322654803,0.419178221,0.332271609,0.312716128,0.4364
180,660,0.44,0.338748176,0.421107177,0.300208243,0.354890204,0.44
180,680,0.4527,0.303600474,0.440003681,0.299895118,0.342934505,0.4445
180,700,0.456,0.323413249,0.446458034,0.32019311,0.348056035,0.4489
200,300,0.315,0.290666287,0.302448638,0.288711523,0.313152653,0.476
200,320,0.319,0.29018353,0.339377366,0.281662478,0.326799838,0.46
200,340,0.331,0.296827947,0.339808006,0.283323325,0.310545998,0.449
200,360,0.324,0.294424585,0.362417216,0.28471715,0.319318006,0.439
200,380,0.367,0.30974855,0.343217378,0.286144431,0.310222785,0.432
200,400,0.374,0.297123445,0.338610157,0.298946837,0.318787998,0.426
200,420,0.373,0.305530227,0.373775611,0.295497033,0.32936037,0.4229
200,440,0.382,0.287052421,0.354571094,0.277246339,0.320560491,0.42
200,460,0.405,0.306914419,0.350619046,0.270478645,0.331116505,0.419
200,480,0.408,0.315451737,0.345250924,0.285984934,0.338542688,0.418
200,500,0.405,0.296259494,0.380860055,0.288714817,0.3389873,0.4188
200,520,0.3956,0.310227517,0.405710403,0.296310779,0.346407255,0.41985
200,540,0.389,0.319388411,0.359189068,0.327362373,0.359814632,0.421
200,560,0.4189,0.298474481,0.358510246,0.30396799,0.352774761,0.4237
200,580,0.4216,0.291358743,0.381804262,0.32575844,0.350215051,0.4263
200,600,0.422,0.303451157,0.383775744,0.319486216,0.353889149,0.429
200,620,0.46,0.325267422,0.384851864,0.30956505,0.351373159,0.4327
200,640,0.441,0.322654803,0.419178221,0.332271609,0.354172516,0.4364
200,660,0.44,0.338748176,0.421107177,0.300208243,0.357904454,0.44
200,680,0.4527,0.303600474,0.440003681,0.299895118,0.350427213,0.4445
200,700,0.456,0.323413249,0.446458034,0.32019311,0.352420396,0.4489
